no,timestamp,teks,teks_processed,sentiment,compound_score
19,2016-12-28T11:56:37.000Z,Reses Anggota DPR RI Viktor Bungtilu Laiskodat di Desa Merbaun Tofa Kec Amarasi Barat Kab Kupang NTT,reses anggota DPR RI viktor bungtilu laiskodat di desa merbaun tofa kec amarasi barat kab kupang NTT,neutral,0.0
20,2016-12-28T05:26:34.000Z,Ketua Panja RUU Revisi ITE TB Hasanuddin sampaikan muatan materi UU Perubahan UU ITE,ketua panja RUU revisi ITE TB hasanuddin sampaikan muatan materi UU perubahan UU ITE,negative,-0.7739
21,2016-12-28T03:55:30.000Z,Gelar Peringatan Maulid Nabi dan Reses Anggota DPR RI Komisi VIII klik,gelar peringatan maulid nabi dan reses anggota DPR RI komisi VII klik,positive,0.7125
22,2016-12-27T16:01:19.000Z,Reses di Sinjai DPR RI Pusat Serap Aspirasi Warga Desa Saukang,reses di sinjai DPR RI pusat serap aspirasi warga desa saukang,neutral,0.0
23,2016-12-27T15:50:22.000Z,Reses di Sinjai DPR RI Pusat Serap Aspirasi Warga Desa Saukang via,reses di sinjai DPR RI pusat serap aspirasi warga desa saukang via,neutral,0.0
24,2016-12-27T14:37:18.000Z,Anggota DPR RI EE Mangindaan Manfaatkan Massa Reses di Desa Esandom Minahasa Tenggara,anggota DPR RI EE mangindaan manfaatkan massa reses di desa esandom minahasa tenggara,neutral,0.0
25,2016-12-27T07:13:56.000Z,Demikian ulasan singkat tentang Masa Reses DPR semoga bermanfaat bagi kita semua ResesDPR,demikian ulasan singkat tentang masa reses DPR semoga bermanfaat bagi kita semua resesdpr,positive,0.7506
26,2016-12-27T07:08:59.000Z,Masa Reses ini diharapkan dapat dimanfaatkan dengan maksimal oleh masyarakat untuk menyampaikan aspirasi pembangunan daerahnya ResesDPR,masa reses ini diharapkan dapat dimanfaatkan dengan maksimal oleh masyarakat untuk menyampaikan aspirasi pembangunan daerahnya resesdpr,positive,0.7506
27,2016-12-27T07:07:13.000Z,Yg perlu diingat kita pahami bersama bahwa DPR bukanlah eksekutor jadi temuan selama Masa Reses ditindaklanjuti sesuai mekanisme ResesDPR,yang perlu diingat kita pahami bersama bahwa DPR bukanlah eksekutor jadi temuan selama masa reses ditindaklanjuti sesuai mekanisme resesdpr,positive,0.8807
28,2016-12-27T07:06:25.000Z,Berdasarkan Tatib DPR Pasal ayat hasil Reses tersebut dilaporkan secara tertulis oleh Anggota kepada Fraksi masing masing ResesDPR,berdasarkan tatib DPR pasal ayat hasil reses tersebut dilaporkan secara tertulis oleh anggota kepada fraksi masing masing resesdpr,negative,-0.2023
29,2016-12-27T07:06:11.000Z,Kegiatan reses para Anggota DPR dilakukan secara transparan dan adanya pertanggungjawaban yang jelas ResesDPR,kegiatan reses para anggota DPR dilakukan secara transparan dan adanya pertanggungjawaban yang jelas resesdpr,positive,0.6808
30,2016-12-27T07:05:57.000Z,Pada Masa Persidangan aspirasi masukan masyarakat selama Masa Reses akan disampaikan dibahas dg pemerintah saat Rapat Kerja ResesDPR,pada masa persidangan aspirasi masukan masyarakat selama masa reses akan disampaikan dibahas dengan pemerintah saat rapat kerja resesdpr,positive,0.3818
31,2016-12-27T07:05:31.000Z,Pada Masa Reses DPR melaksanakan tugas menyerap aspirasi masyarakat yang terkait dengan pelaksanaan fungsi dan tugas DPR ResesDPR,pada masa reses DPR melaksanakan tugas menyerap aspirasi masyarakat yang terkait dengan pelaksanaan fungsi dan tugas DPR resesdpr,negative,-0.7184
32,2016-12-27T07:05:16.000Z,Masa Reses sendiri tertuang dalam UU MD No dan Peraturan DPR No tentang Tata Tertib DPR ResesDPR,masa reses sendiri tertuang dalam UU MD no dan peraturan DPR no tentang tata tertib DPR resesdpr,negative,-0.8161
33,2016-12-27T07:05:01.000Z,Masa Reses bukan berarti para Anggota DPR tidak bekerja namuan aktivitasnya dilakukan di daerah terutama di daerah pemilihannya ResesDPR,masa reses bukan berarti para anggota DPR tidak bekerja namuan aktivitasnya dilakukan di daerah terutama di daerah pemilihannya resesdpr,negative,-0.7891
34,2016-12-27T07:04:08.000Z,Dalam Masa Reses Anggota DPR akan melakukan kunjungan ke Dapil maupun kunjungan ke daerah lainnya dengan Alat Kelengkapan Dewan ResesDPR,dalam masa reses anggota DPR akan melakukan kunjungan ke dapil maupun kunjungan ke daerah lainnya dengan alat kelengkapan dewan resesdpr,positive,0.5267
35,2016-12-27T07:02:47.000Z,Masa Reses adalah masa dimana Anggota DPR melakukan kegiatan di luar Masa Sidang terutama di luar gedung DPR ResesDPR,masa reses adalah masa dimana anggota DPR melakukan kegiatan di luar masa sidang terutama di luar gedung DPR resesdpr,positive,0.6666
36,2016-12-27T07:00:49.000Z,Masa Reses DPR Masa Persidangan II Tahun Sidang akan berlangsung dari tanggal Desember hingga Januari ResesDPR,masa reses DPR masa persidangan II tahun sidang akan berlangsung dari tanggal desember hingga januari resesdpr,neutral,0.0
37,2016-12-27T06:59:33.000Z,Selamat sore Sahabat Parle Saat ini DPR RI sedang memasuki Masa Reses Masa Persidangan II Tahun Sidang ResesDPR,selamat sore sahabat parle saat ini DPR RI sedang memasuki masa reses masa persidangan II tahun sidang resesdpr,positive,0.8531
38,2016-12-27T03:09:09.000Z,Reses di Sinjai Anggota DPR RI Nasyid Umar Jemput Keluhan Warga,reses di sinjai anggota DPR RI nasyid umar jemput keluhan warga,negative,-0.6289
39,2016-12-27T02:16:01.000Z,Kabarnya memanfaatkan waktu reses ini wakil rakyat daerah pemilihan Nusa Tenggara Timur NTT itu memboyong,kabarnya memanfaatkan waktu reses ini wakil rakyat daerah pemilihan nusa tenggara timur NTT itu memboyong,neutral,0.0
40,2016-12-26T10:35:17.000Z,KUNINGAN KAPOL Reses Anggota DPR RI bisa dilakukan dengan berbagai cara Namun bagi KH Asep Maosul Affandi,KUNINGAN KAPOL reses anggota DPR RI bisa dilakukan dengan berbagai cara tetapi bagi KAH asep maosul affandi,positive,0.7456
41,2016-12-26T08:41:36.000Z,CC Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,CC anggota DPR ini meminta kebijakan bebas visa dicabut,negative,-0.6289
42,2016-12-26T05:11:02.000Z,Inilah indikator kesuksesan reses Anggota DPR RI,inilah indikator kesuksesan reses anggota DPR RI,neutral,0.0
43,2016-12-26T04:16:32.000Z,Ada misi Anggota DPR ketika masa reses Pertama untuk membangun akuntabilitas politik cc,ada misi anggota DPR ketika masa reses pertama untuk membangun akuntabilitas politik cc,negative,-0.2023
44,2016-12-26T03:42:57.000Z,Siang teman teman Tgl Des Jan anggota melaksanakan reses Apa yg perlu kt ketahui sbg konstituen? cc,siang teman teman tanggal des jangan anggota melaksanakan reses apa yang perlu kita ketahui sebagai konstituen ? cc,negative,-0.6369
45,2016-12-26T03:29:55.000Z,Akan Bentuk Pansus Pekerja Asing Ilegal SEGERA Tinjau Ulang Kebijakan Bebas Visa dengan RRC Pak,akan bentuk pansus pekerja asing ilegal SEGERA tinjau ulang kebijakan bebas visa dengan RRC pak,positive,0.7783
46,2016-12-26T01:01:22.000Z,Terkait Kegiatan Reses Anggota DPR RI KPU dan Panwaslih Diuji Profesionalismenya,terkait kegiatan reses anggota DPR RI KPU dan panwaslih diuji profesionalismenya,negative,-0.6289
47,2016-12-25T15:07:03.000Z,Reses di Bone Anggota DPR RI Akbar Faisal Sampaikan ini,reses di bone anggota DPR RI akbar faisal sampaikan ini,neutral,0.0
48,2016-12-25T08:09:14.000Z,Temuan Komisi IX DPR RI Serbuan Buruh China Akibat Kebijakan Bebas Visa,temuan komisi IX DPR RI serbuan buruh china akibat kebijakan bebas visa,negative,-0.6289
49,2016-12-25T01:14:32.000Z,kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila? dprkemana,kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila ? dprkemana,negative,-0.7184
50,2016-12-24T13:54:06.000Z,Komisi IX Ketua Komisi IX DPR RI merekomendasikan kpd pem agar tinjau ulang kebijakan bebas visa,komisi IX ketua komisi IX DPR RI merekomendasikan kepada pem agar tinjau ulang kebijakan bebas visa,negative,-0.8268
51,2016-12-24T11:47:15.000Z,KTweets Komunitas Disabilitas Serahkan Draft RUU Penyandang Disabilitas ke Sekjen DPR RI RUUDisabilitas,ktweets komunitas disabilitas serahkan draft RUU penyandang disabilitas ke sekjen DPR RI ruudisabilitas,positive,0.516
52,2016-12-24T10:44:44.000Z,Konsolidasi Pendidikan Politik DPD Golkar Kota Semarang Reses Anggota DPR RI Mujib Rohmad,konsolidasi pendidikan politik DPD golkar kota semarang reses anggota DPR RI mujib rohmad,positive,0.368
53,2016-12-24T10:02:14.000Z,DPR Minta Pemerintah Evaluasi Kebijakan Bebas Visa Komisi IX DPR RI merekomendasikan kepada pemerintah untuk,DPR meminta pemerintah evaluasi kebijakan bebas visa komisi IX DPR RI merekomendasikan kepada pemerintah untuk,negative,-0.5413
54,2016-12-24T09:32:54.000Z,Reses Anggota DPR RI Drs H Dadang S Muchtar Bersama Masyarakat Desa Pasirtalaga Kecamatan Telagasari Kabupaten Karawang Desember,reses anggota DPR RI drs h dadang si muchtar bersama masyarakat desa pasirtalaga kecamatan telagasari kabupaten karawang desember,positive,0.5267
55,2016-12-24T02:57:25.000Z,Bayangkan bila anggota dpr dlm reses nya mensosialisasikan tax amnesti pasti efek nya positif tuk menyakin kan rakyat Tujuan ini program,bayangkan bila anggota dpr dalam reses nya mensosialisasikan tax amnesti pasti efek nya positif untuk menyakin kan rakyat tujuan ini program,positive,0.9179
56,2016-12-23T21:07:30.000Z,BaBekasihtau Rencana Kebijakan Redenominasi Ini Pandangan Positif Anggota DPR,babekasihtau rencana kebijakan redenominasi ini pandangan positif anggota DPR,positive,0.5859
57,2016-12-23T21:06:09.000Z,body status Dewibet Jkt Rencana Kebijakan uangrupiah redenominasi surabaya TeamK wanita dewi,body status dewibet jakarta rencana kebijakan uangrupiah redenominasi surabaya teamk wanita dewi,positive,0.3818
58,2016-12-23T20:56:28.000Z,Rencana Kebijakan Redenominasi Ini Pandangan Positif Anggota DPR,rencana kebijakan redenominasi ini pandangan positif anggota DPR,positive,0.5859
59,2016-12-23T16:26:59.000Z,Ratusan Pekerja Ilegal China Ditangkap Kebijakan BEBAS VISA perlu DITINJAU ULANG,ratusan pekerja ilegal china ditangkap kebijakan BEBAS VISA perlu DITINJAU ULANG,positive,0.368
60,2016-12-23T15:36:09.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut GoAceh,anggota DPR ini meminta kebijakan bebas visa dicabut goaceh,negative,-0.5267
61,2016-12-23T14:46:16.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,anggota DPR ini meminta kebijakan bebas visa dicabut,negative,-0.5267
62,2016-12-23T14:45:13.000Z,Sudah seharusnya di tinjau ulang Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,sudah seharusnya di tinjau ulang anggota DPR ini meminta kebijakan bebas visa dicabut,negative,-0.5267
63,2016-12-23T14:32:35.000Z,Bikin Resah Masyarakat Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut GoAceh,bikin resah masyarakat anggota DPR ini meminta kebijakan bebas visa dicabut goaceh,negative,-0.8555
64,2016-12-23T11:54:13.000Z,Bikin Resah Masyarakat Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,bikin resah masyarakat anggota DPR ini meminta kebijakan bebas visa dicabut,negative,-0.8555
65,2016-12-23T09:46:38.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas,komisi VII berharap RUU pekerja sosial masuk prolegnas,positive,0.9265
66,2016-12-23T09:46:15.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas info,komisi VII berharap RUU pekerja sosial masuk prolegnas info,positive,0.9265
67,2016-12-23T09:46:06.000Z,Dwi Murdaningsih Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas,dwi murdaningsih komisi VII berharap RUU pekerja sosial masuk prolegnas,positive,0.9265
68,2016-12-23T09:44:26.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas News,komisi VII berharap RUU pekerja sosial masuk prolegnas news,positive,0.9265
69,2016-12-23T09:43:20.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas ROL,komisi VII berharap RUU pekerja sosial masuk prolegnas ROL,positive,0.9265
70,2016-12-23T09:41:28.000Z,republikaonline Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas,republikaonline komisi VII berharap RUU pekerja sosial masuk prolegnas,positive,0.9265
71,2016-12-23T09:36:12.000Z,Bilal Ramadhan Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,bilal ramadhan anggota DPR ini meminta kebijakan bebas visa dicabut,negative,-0.5267
72,2016-12-23T09:33:08.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut ROL,anggota DPR ini meminta kebijakan bebas visa dicabut ROL,negative,-0.6289
73,2016-12-23T09:31:25.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut info,anggota DPR ini meminta kebijakan bebas visa dicabut info,negative,-0.5267
74,2016-12-23T09:31:11.000Z,republikaonline Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,republikaonline anggota DPR ini meminta kebijakan bebas visa dicabut,negative,-0.5267
75,2016-12-23T09:29:07.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut News,anggota DPR ini meminta kebijakan bebas visa dicabut news,negative,-0.5267
76,2016-12-23T09:16:21.000Z,DPR Minta Kebijakan Bebas Visa Dicabut,DPR meminta kebijakan bebas visa dicabut,negative,-0.6289
77,2016-12-23T09:02:12.000Z,Cc RT JK Sebut Kebijakan Bebas Visa Perlu Dievaluasi,cc RT JIKA sebut kebijakan bebas visa perlu dievaluasi,negative,-0.516
78,2016-12-23T06:02:31.000Z,Anggota DPR RI Gelar Reses di Desa Siberida Kecamatan Batang Gansal,anggota DPR RI gelar reses di desa siberida kecamatan batang gansal,negative,-0.516
79,2016-12-23T04:24:14.000Z,Kunjungi Ponpes Tazaka Anggota DPR Minta Masukan soal RUU Ponpes,kunjungi ponpes tazaka anggota DPR meminta masukan soal RUU ponpes,positive,0.6289
80,2016-12-22T14:07:26.000Z,Reses A DPR RI Jaring aspirasi Kamis malam,reses a DPR RI jaring aspirasi kamis malam,positive,0.516
81,2016-12-22T13:53:37.000Z,JMR JAringRadio DPR RI Pemberdayaan ekonomi sangat penting u tekan terorisme bahkan kebijakan bebas Visa jg harus dihapus Cc,JMR jaringradio DPR RI pemberdayaan ekonomi sangat penting kamu tekan terorisme bahkan kebijakan bebas visa juga harus dihapus cc,negative,-0.9063
82,2016-12-22T08:16:25.000Z,Pemerintah Diminta Evaluasi Kebijakan Bebas Visa,pemerintah diminta evaluasi kebijakan bebas visa,negative,-0.6369
83,2016-12-21T10:15:01.000Z,Kebijakan Bebas Visa Hilangkan Potensi Pendapatan Negara Rp Triliun,kebijakan bebas visa hilangkan potensi pendapatan negara rp triliun,positive,0.2023
84,2016-12-21T08:47:51.000Z,Dapilku Rumahku Reses dan silaturahim bersama anggota DPR RI PKBMembelaRakyat,dapilku rumahku reses dan silaturahim bersama anggota DPR RI pkbmembelarakyat,positive,0.516
85,2016-12-21T07:25:06.000Z,RUU ini merupakan inisiatif dari DPR RI telah penuhi tata tertib dan segala peraturan DPR RI baleg,RUU ini merupakan inisiatif dari DPR RI telah penuhi tata tertib dan segala peraturan DPR RI baleg,positive,0.8531
86,2016-12-21T06:15:58.000Z,Anggota DPR Minta Kebijakan Bebas Visa Dievaluasi,anggota DPR meminta kebijakan bebas visa dievaluasi,negative,-0.5267
87,2016-12-21T04:31:12.000Z,Edhie Baskoro Yudhoyono atau yg biasa disapa Ibas anggota DPR RI dari Partai Demokrat kembali melakukan reses,edhie baskoro yudhoyono atau yang biasa disapa ibas anggota DPR RI dari partai demokrat kembali melakukan reses,positive,0.3818
88,2016-12-21T04:22:05.000Z,Anggota DPR RI ini menilai kebijakan penambahan biaya visa riyal Saudi bagi jemaah umrah itu hal positif,anggota DPR RI ini menilai kebijakan penambahan biaya visa riyal saudi bagi jemaah umrah itu hal positif,positive,0.296
89,2016-12-20T18:32:07.000Z,mengharukan wakil rakyat trlalu banyak waktunya utk update disosmed hampir ga ada waktu utk update aspirasi rakyat yg diwakilinya,mengharukan wakil rakyat terlalu banyak waktunya untuk update disosmed hampir tidak ada waktu untuk update aspirasi rakyat yang diwakilinya,negative,-0.9233
90,2016-12-20T15:40:47.000Z,Anggota DPR menilai kebijakan bebas visa memicu banyaknya TKA yang bekerja secara ilegal,anggota DPR menilai kebijakan bebas visa memicu banyaknya TKA yang bekerja secara ilegal,negative,-0.7739
91,2016-12-20T12:22:48.000Z,DPR Desak Pemerintah Evaluasi Kebijakan Bebas Visa Wakil Ketua Komisi IX DPR RI Saleh Partaonan Daulay menilai,DPR desak pemerintah evaluasi kebijakan bebas visa wakil ketua komisi IX DPR RI saleh partaonan daulay menilai,negative,-0.8853
92,2016-12-20T12:17:29.000Z,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi,kebijakan bebas visa dinilai perlu dievaluasi,negative,-0.3818
93,2016-12-20T09:28:30.000Z,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi info,kebijakan bebas visa dinilai perlu dievaluasi info,negative,-0.3818
94,2016-12-20T09:28:19.000Z,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi News,kebijakan bebas visa dinilai perlu dievaluasi news,negative,-0.3818
95,2016-12-20T09:27:27.000Z,Dwi Murdaningsih Kebijakan Bebas Visa Dinilai Perlu Dievaluasi,dwi murdaningsih kebijakan bebas visa dinilai perlu dievaluasi,negative,-0.3818
96,2016-12-20T07:50:32.000Z,Berkunjung ke DPR RI diterima Setjen bagian Bamus Krn DPR RInya masa reses,berkunjung ke DPR RI diterima setjen bagian bamus karena DPR rinya masa reses,negative,-0.8192
97,2016-12-20T05:18:42.000Z,Anggota Komisi I DPR RI Jazuli Juwaini data Dirjen Imigrasi Kemenkumham WNA paling banyak melanggar kebijakan bebas visa adalah Tiongkok,anggota komisi i DPR RI jazuli juwaini data dirjen imigrasi kemenkumham WNA paling banyak melanggar kebijakan bebas visa adalah tiongkok,negative,-0.8986
98,2016-12-20T05:17:26.000Z,Anggota Komisi I DPR RI Jazuli Juwaini munculnya kekhawatiran dugaan pelanggaran WNA yg memanfaatkan kebijakan pemerintah pembebasan visa,anggota komisi i DPR RI jazuli juwaini munculnya kekhawatiran dugaan pelanggaran WNA yang memanfaatkan kebijakan pemerintah pembebasan visa,negative,-0.8112
99,2016-12-20T05:01:48.000Z,rakyat kritikmu mengenai kebijakan presiden kerjasama dng Iran dan kebebasan ormas asing dalam negri RI,rakyat kritikmu mengenai kebijakan presiden kerjasama dengan iran dan kebebasan ormas asing dalam negeri RI,positive,0.7783
100,2016-12-20T04:46:41.000Z,berantas kebijakan sewenang wenang pak allahuakbar,berantas kebijakan sewenang wenang pak allahuakbar,neutral,0.0
101,2016-12-20T04:39:14.000Z,Ketua dan Para Wakil Ketua DPR RI PERLUNYA RUU PELAPORAN KEUANGAN UNTUK DUNIA BISNIS USAHA DI via,ketua dan para wakil ketua DPR RI PERLUNYA RUU PELAPORAN KEUANGAN UNTUK DUNIA BISNIS USAHA DI via,positive,0.8531
102,2016-12-19T23:57:42.000Z,good permintaan DPR RI utk evaluasi kebijakan pemerinth bebas visa cumlaude,good permintaan DPR RI untuk evaluasi kebijakan pemerinth bebas visa cumlaude,positive,0.368
103,2016-12-19T23:23:08.000Z,semoga Ruu ini bisa Segera selesai dan disahkan sebagai UU AMIN,semoga ruu ini bisa segera selesai dan disahkan sebagai UU AMIN,positive,0.8192
104,2016-12-19T23:18:25.000Z,Knp diam?FungsiDPR apa?Jd penontn? DPR Sdh Lama Waspadai Dampak Buruk Kebijakan Bebas Visa,kenapa diam ? fungsidpr apa ? jd penontn ? DPR sudah lama waspadai dampak buruk kebijakan bebas visa,negative,-0.9342
105,2016-12-19T22:45:44.000Z,Kunjungan Kerja Anggota Komisi II DPR RI di dalam masa reses persidangan thn cc,kunjungan kerja anggota komisi II DPR RI di dalam masa reses persidangan tahun cc,positive,0.7739
106,2016-12-19T17:40:17.000Z,Emnu Azamri Sebagai Wakil Rakyat Saya Tak Takut Reses,emnu azamri sebagai wakil rakyat saya tak takut reses,negative,-0.423
107,2016-12-19T15:57:14.000Z,Sahkan Revisi Undang Undang Aparatur Sipil Negara SahkanRevisiUUASN,sahkan revisi undang undang aparatur sipil negara sahkanrevisiuuasn,neutral,0.0
108,2016-12-19T12:34:24.000Z,Jika salah kebijakan yg bahayakan keutuhan kdaulatan negara rakyat jgn takut ingatkan demi bangsa,jika salah kebijakan yang bahayakan keutuhan kdaulatan negara rakyat jangan takut ingatkan demi bangsa,negative,-0.791
109,2016-12-19T11:58:15.000Z,Hari ini brsm pimpinan anggota Komisi V DPR RI dg didampingi mitra kerja komisi melakukan Kunker masa Reses ke NTB,hari ini brsm pimpinan anggota komisi v DPR RI dengan didampingi mitra kerja komisi melakukan kunker masa reses ke NTB,positive,0.7125
110,2016-12-19T11:20:09.000Z,hrs kaji kebijakan jika langgar konstitusi RI maka lengserkan dg konstitusi bkn makar,harus kaji kebijakan jika langgar konstitusi RI maka lengserkan dengan konstitusi bukan makar,negative,-0.6369
111,2016-12-19T10:53:11.000Z,Wakil Rakyat Ini Beberkan Argumen Telak untuk Tolak Komunisme di Indonesia,wakil rakyat ini beberkan argumen telak untuk tolak komunisme di indonesia,negative,-0.8689
112,2016-12-19T09:49:06.000Z,Anggota Komisi II DPR RI Keberatan dengan Revisi Undang Undang ASN,anggota komisi II DPR RI keberatan dengan revisi undang undang ASN,neutral,0.0
113,2016-12-19T04:21:05.000Z,Harap seluruh anggota dpr agar reses ka suriah bantu pengungsi suriah kalian kan perpanjang tangan rakyat kesana kalian bantu,harap seluruh anggota dpr agar reses kak suriah bantu pengungsi suriah kalian kan perpanjang tangan rakyat kesana kalian bantu,positive,0.8225
114,2016-12-19T04:16:26.000Z,DPR Minta Pemerintah Konkret di Krisis Suriah via,DPR meminta pemerintah konkret di krisis suriah via,neutral,0.0
115,2016-12-19T02:45:01.000Z,Siapa bilang Dewan Perwakilan Rakyat bekerja lambat? Revisi Undang Undang tentang MPR DPR DPD dan DPRD,siapa bilang dewan perwakilan rakyat bekerja lambat ? revisi undang undang tentang MPR DPR DPD dan DPRD,negative,-0.2247
116,2016-12-19T02:25:00.000Z,IPC Beri Masukan RUU Migas Ini Tanggapan BKD DPR RI,IPC beri masukan RUU migas ini tanggapan BKD DPR RI,positive,0.7739
117,2016-12-19T02:10:10.000Z,body status Dewibet Jkt DPR RI Sahkan RUU Jasa konstruksi kementerianpupr surabaya TeamK wanita dewi,body status dewibet jakarta DPR RI sahkan RUU jasa konstruksi kementerianpupr surabaya teamk wanita dewi,positive,0.7125
118,2016-12-19T01:46:25.000Z,DPR RI Sahkan RUU Jasa Konstruksi Menjadi Undang Undang,DPR RI sahkan RUU jasa konstruksi menjadi undang undang,positive,0.7125
119,2016-12-18T04:44:48.000Z,sehingga Tidak Bisa Sesuai Ke inginan Tapi seauai Undang Undang tapi mau gmna U U nya Jga Ga Solid ya salah Warga,sehingga tidak bisa sesuai ke inginan tetapi seauai undang undang tetapi mau bagaimana kamu kamu nya juga tidak solid ya salah warga,negative,-0.849
120,2016-12-18T04:43:39.000Z,harus Menegakan Hukum Sesuai Undang Undang kalau tidak Sesuai Tentu Harus Ada Penegak Untuk Penegak Hukum,harus menegakan hukum sesuai undang undang jika tidak sesuai tentu harus ada penegak untuk penegak hukum,negative,-0.5632
