timestamp,text,text_clean
2016-12-25T08:09:14.000Z,"Temuan Komisi IX DPR RI, Serbuan Buruh China Akibat Kebijakan Bebas Visa http://zonasatu.com/2016/12/25/temuan-komisi-ix-dpr-ri-serbuan-buruh-china-akibat-kebijakan-bebas-visa/…",Temuan Komisi IX DPR RI Serbuan Buruh China Akibat Kebijakan Bebas Visa
2016-12-25T01:14:32.000Z,@dpr_ri kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila? #dprkemana,kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila? dprkemana
2016-12-24T13:54:06.000Z,Komisi IX @dedeyusuf_1 Ketua Komisi IX DPR RI merekomendasikan kpd pem. agar tinjau ulang kebijakan bebas visa http://skalanews.com/detail/politik/279191-DPR-Minta-Pemerintah-Revisi-Kebijakan-Bebas-Visa…,Komisi IX Ketua Komisi IX DPR RI merekomendasikan kpd pem agar tinjau ulang kebijakan bebas visa
2016-12-24T11:47:15.000Z,#KTweets: Komunitas Disabilitas Serahkan Draft RUU Penyandang Disabilitas ke Sekjen DPR RI http://bit.ly/1kawKV9 #RUUDisabilitas,KTweets Komunitas Disabilitas Serahkan Draft RUU Penyandang Disabilitas ke Sekjen DPR RI RUUDisabilitas
2016-12-24T10:44:44.000Z,Konsolidasi & Pendidikan Politik DPD Golkar Kota Semarang. # Reses Anggota DPR RI Mujib Rohmad.,Konsolidasi Pendidikan Politik DPD Golkar Kota Semarang Reses Anggota DPR RI Mujib Rohmad
2016-12-24T10:02:14.000Z,DPR Minta Pemerintah Evaluasi Kebijakan Bebas Visa: Komisi IX DPR RI merekomendasikan kepada pemerintah untuk… http://dlvr.it/MyDHNG,DPR Minta Pemerintah Evaluasi Kebijakan Bebas Visa Komisi IX DPR RI merekomendasikan kepada pemerintah untuk
2016-12-24T09:32:54.000Z,Reses Anggota DPR RI Drs H Dadang S Muchtar Bersama : Masyarakat Desa Pasirtalaga Kecamatan Telagasari Kabupaten Karawang 24 Desember 2016,Reses Anggota DPR RI Drs H Dadang S Muchtar Bersama Masyarakat Desa Pasirtalaga Kecamatan Telagasari Kabupaten Karawang Desember
2016-12-24T02:57:25.000Z,Bayangkan bila anggota dpr dlm reses nya mensosialisasikan tax amnesti.pasti efek nya positif.tuk menyakin kan rakyat. Tujuan ini program,Bayangkan bila anggota dpr dlm reses nya mensosialisasikan tax amnesti pasti efek nya positif tuk menyakin kan rakyat Tujuan ini program
2016-12-23T21:07:30.000Z,"#BaBekasihtau Rencana Kebijakan Redenominasi, Ini Pandangan Positif Anggota DPR http://dlvr.it/My40BJ",BaBekasihtau Rencana Kebijakan Redenominasi Ini Pandangan Positif Anggota DPR
2016-12-23T21:06:09.000Z,#body #status Dewibet Jkt - Rencana Kebijakan… http://dlvr.it/My3z0Y #uangrupiah #redenominasi #surabaya #TeamK #wanita #dewi,body status Dewibet Jkt Rencana Kebijakan uangrupiah redenominasi surabaya TeamK wanita dewi
2016-12-23T20:56:28.000Z,"Rencana Kebijakan Redenominasi, Ini Pandangan Positif Anggota DPR http://bit.ly/2hztAKw",Rencana Kebijakan Redenominasi Ini Pandangan Positif Anggota DPR
2016-12-23T16:26:59.000Z,Ratusan Pekerja Ilegal China Ditangkap http://m.republika.co.id/berita/koran/halaman-1/16/10/29/ofsu8614-ratusan-pekerja-ilegal-cina-ditangkap… Kebijakan BEBAS VISA perlu DITINJAU ULANG. @Jokowi @Pak_JK @DPR_RI @DPDRI,Ratusan Pekerja Ilegal China Ditangkap Kebijakan BEBAS VISA perlu DITINJAU ULANG
2016-12-23T15:36:09.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut https://goo.gl/8n1OVd #GoAceh,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut GoAceh
2016-12-23T14:46:16.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut https://goo.gl/u8aLcH ...,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut
2016-12-23T14:45:13.000Z,"Sudah seharusnya di tinjau ulang ""@GONEWSindonesia: Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut https://ico/Y0Km1ncT8C ...""",Sudah seharusnya di tinjau ulang Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut
2016-12-23T14:32:35.000Z,"Bikin Resah Masyarakat, Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut https://goo.gl/zll8cY #GoAceh",Bikin Resah Masyarakat Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut GoAceh
2016-12-23T11:54:13.000Z,"Bikin Resah Masyarakat, Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut https://goo.gl/NqS1Ui ...",Bikin Resah Masyarakat Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut
2016-12-23T09:46:38.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas http://ift.tt/2hj49Rb,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas
2016-12-23T09:46:15.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas http://ift.tt/2hj49Rb #info,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas info
2016-12-23T09:46:06.000Z,Dwi Murdaningsih: Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas http://ift.tt/2hj49Rb,Dwi Murdaningsih Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas
2016-12-23T09:44:26.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas http://ift.tt/2hj49Rb #News,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas News
2016-12-23T09:43:20.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas http://ift.tt/2hj49Rb #ROL,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas ROL
2016-12-23T09:41:28.000Z,republikaonline: Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas http://rol.co.id/r/oimtkl368,republikaonline Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas
2016-12-23T09:36:12.000Z,Bilal Ramadhan: Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut http://ift.tt/2h8wWTo,Bilal Ramadhan Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut
2016-12-23T09:33:08.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut http://ift.tt/2h8wWTo #ROL,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut ROL
2016-12-23T09:31:25.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut http://ift.tt/2h8wWTo #info,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut info
2016-12-23T09:31:11.000Z,#republikaonline http://ift.tt/GWBny1 Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,republikaonline Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut
2016-12-23T09:29:07.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut http://ift.tt/2h8wWTo #News,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut News
2016-12-23T09:16:21.000Z,DPR Minta Kebijakan Bebas Visa Dicabut http://rol.co.id/r/oimsf3330,DPR Minta Kebijakan Bebas Visa Dicabut
2016-12-23T09:02:12.000Z,Cc: @Pak_JK @jokowi @DPR_RI RT @okezonenews: JK Sebut Kebijakan Bebas Visa Perlu Dievaluasi http://okz.me/CXoaX,Cc RT JK Sebut Kebijakan Bebas Visa Perlu Dievaluasi
2016-12-23T06:02:31.000Z,Anggota DPR RI Gelar Reses di Desa Siberida Kecamatan Batang Gansal http://onlinebuser.com/anggota-dpr-ri-gelar-reses-desa-siberida-kecamatan-batang-gansal/…,Anggota DPR RI Gelar Reses di Desa Siberida Kecamatan Batang Gansal
2016-12-23T04:24:14.000Z,"Kunjungi Ponpes Tazaka, Anggota DPR Minta Masukan soal RUU Ponpes http://dlvr.it/Mxn78K",Kunjungi Ponpes Tazaka Anggota DPR Minta Masukan soal RUU Ponpes
2016-12-22T14:07:26.000Z,"Reses A-189 DPR RI... Jaring aspirasi, Kamis (22/12/2016) malam",Reses A DPR RI Jaring aspirasi Kamis malam
2016-12-22T13:53:37.000Z,"#JMR #JAringRadio ""DPR RI: Pemberdayaan ekonomi sangat penting u/ tekan terorisme bahkan kebijakan bebas Visa jg harus dihapus"" Cc: @e100ss",JMR JAringRadio DPR RI Pemberdayaan ekonomi sangat penting u tekan terorisme bahkan kebijakan bebas Visa jg harus dihapus Cc
2016-12-22T08:16:25.000Z,Pemerintah Diminta Evaluasi Kebijakan Bebas Visa http://dpr.go.id/berita/detail/id/15044…,Pemerintah Diminta Evaluasi Kebijakan Bebas Visa
2016-12-21T10:15:01.000Z,Kebijakan Bebas Visa Hilangkan Potensi Pendapatan Negara Rp 1 Triliun http://bit.ly/2h8KQYZ,Kebijakan Bebas Visa Hilangkan Potensi Pendapatan Negara Rp Triliun
2016-12-21T08:47:51.000Z,Dapilku Rumahku. Reses dan silaturahim bersama anggota @FraksiPKB DPR RI @arvinhakimthoha #PKBMembelaRakyat,Dapilku Rumahku Reses dan silaturahim bersama anggota DPR RI PKBMembelaRakyat
2016-12-21T07:25:06.000Z,"2) RUU ini merupakan inisiatif dari DPR RI, telah penuhi tata tertib dan segala peraturan DPR RI #baleg",RUU ini merupakan inisiatif dari DPR RI telah penuhi tata tertib dan segala peraturan DPR RI baleg
2016-12-21T06:15:58.000Z,Anggota DPR Minta Kebijakan Bebas Visa Dievaluasi http://brt.st/5piA,Anggota DPR Minta Kebijakan Bebas Visa Dievaluasi
2016-12-21T04:31:12.000Z,"Edhie Baskoro Yudhoyono atau yg biasa disapa Ibas, anggota DPR RI dari Partai Demokrat kembali melakukan reses… http://dlvr.it/Mwyx8R",Edhie Baskoro Yudhoyono atau yg biasa disapa Ibas anggota DPR RI dari Partai Demokrat kembali melakukan reses
2016-12-21T04:22:05.000Z,"Anggota DPR RI ini menilai, kebijakan penambahan biaya visa 2.000 riyal Saudi bagi jemaah umrah itu hal positif. http://jateng.tribunnews.com/2016/12/21/pemerintah-minta-kemenag-pastikan-soal-penambahan-biaya-visa-umrah…",Anggota DPR RI ini menilai kebijakan penambahan biaya visa riyal Saudi bagi jemaah umrah itu hal positif
2016-12-20T18:32:07.000Z,"mengharukan.wakil rakyat trlalu banyak waktunya utk update disosmed & hampir ga ada waktu,utk update aspirasi rakyat yg diwakilinya",mengharukan wakil rakyat trlalu banyak waktunya utk update disosmed hampir ga ada waktu utk update aspirasi rakyat yg diwakilinya
2016-12-20T15:40:47.000Z,Anggota DPR @Fraksi_PAN @salehdaulay menilai kebijakan bebas visa memicu banyaknya TKA yang bekerja secara ilegal. http://m.republika.co.id/berita/nasional/hukum/16/12/20/oigz2h377-kebijakan-bebas-visa-memicu-maraknya-tenaga-kerja-asing-ilegal…,Anggota DPR menilai kebijakan bebas visa memicu banyaknya TKA yang bekerja secara ilegal
2016-12-20T12:22:48.000Z,DPR Desak Pemerintah Evaluasi Kebijakan Bebas Visa: Wakil Ketua Komisi IX DPR RI Saleh Partaonan Daulay menilai… http://dlvr.it/MwhL0Q,DPR Desak Pemerintah Evaluasi Kebijakan Bebas Visa Wakil Ketua Komisi IX DPR RI Saleh Partaonan Daulay menilai
2016-12-20T12:17:29.000Z,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi http://republika.co.id/berita/dpr-ri/berita-dpr-ri/16/12/20/oih8rb368-kebijakan-bebas-visa-dinilai-perlu-dievaluasi…,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi
2016-12-20T09:28:30.000Z,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi http://ift.tt/2iajIXq #info,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi info
2016-12-20T09:28:19.000Z,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi http://ift.tt/2iajIXq #News,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi News
2016-12-20T09:27:27.000Z,Dwi Murdaningsih: Kebijakan Bebas Visa Dinilai Perlu Dievaluasi http://ift.tt/2iajIXq,Dwi Murdaningsih Kebijakan Bebas Visa Dinilai Perlu Dievaluasi
2016-12-20T07:50:32.000Z,Berkunjung ke DPR RI diterima Setjen bagian Bamus. Krn DPR RInya masa reses.,Berkunjung ke DPR RI diterima Setjen bagian Bamus Krn DPR RInya masa reses
2016-12-20T05:18:42.000Z,"Anggota Komisi I DPR RI Jazuli Juwaini : data Dirjen Imigrasi Kemenkumham, WNA paling banyak melanggar kebijakan bebas visa adalah Tiongkok",Anggota Komisi I DPR RI Jazuli Juwaini data Dirjen Imigrasi Kemenkumham WNA paling banyak melanggar kebijakan bebas visa adalah Tiongkok
2016-12-20T05:17:26.000Z,Anggota Komisi I DPR RI Jazuli Juwaini : munculnya kekhawatiran dugaan pelanggaran WNA yg memanfaatkan kebijakan pemerintah pembebasan visa,Anggota Komisi I DPR RI Jazuli Juwaini munculnya kekhawatiran dugaan pelanggaran WNA yg memanfaatkan kebijakan pemerintah pembebasan visa
2016-12-20T05:01:48.000Z,@msi_sohibuliman @DPR_RI @FPKSDPRRI rakyat kritikmu mengenai kebijakan presiden kerjasama dng Iran dan kebebasan ormas asing dalam negri RI,rakyat kritikmu mengenai kebijakan presiden kerjasama dng Iran dan kebebasan ormas asing dalam negri RI
2016-12-20T04:46:41.000Z,berantas kebijakan sewenang -wenang pak ...allahuakbar.,berantas kebijakan sewenang wenang pak allahuakbar
2016-12-20T04:39:14.000Z,Ketua dan Para Wakil Ketua DPR RI: PERLUNYA RUU PELAPORAN KEUANGAN UNTUK DUNIA BISNIS USAHA DI ... https://change.org/p/ketua-dan-para-wakil-ketua-dpr-ri-perlunya-ruu-pelaporan-keuangan-untuk-dunia-bisnis-usaha-di-indonesia?recruiter=654195809&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_twitter_responsive… via @ChangeOrg_ID,Ketua dan Para Wakil Ketua DPR RI PERLUNYA RUU PELAPORAN KEUANGAN UNTUK DUNIA BISNIS USAHA DI via
2016-12-19T23:57:42.000Z,"good, permintaan DPR RI utk evaluasi kebijakan pemerinth bebas visa, cumlaude https://x.com/PrijantoRabbani/status/810994475652681728…",good permintaan DPR RI utk evaluasi kebijakan pemerinth bebas visa cumlaude
2016-12-19T23:23:08.000Z,semoga Ruu ini bisa Segera selesai dan disahkan sebagai UU. AMIN..,semoga Ruu ini bisa Segera selesai dan disahkan sebagai UU AMIN
