diterima	1.6	1.0	2,2,2,1,2,1,0,1,4,1
sohib	2.4	1.0	3,3,4,1,0,1,2,4,3,3
beriktikad	1.6	1.0	2,-1,1,3,1,2,3,0,4,1
berkeyakinan	2.4	1.0	3,4,1,1,2,2,1,3,3,4
beriman	2.4	1.0	3,2,2,3,1,3,3,2,3,2
percaya	1.6	1.0	1,2,4,2,2,0,0,2,2,1
menghajatkan	0.8	1.0	1,1,0,1,1,2,1,2,0,-1
senyum	1.6	1.0	2,2,2,1,0,2,3,0,0,4
haloo	2.4	1.0	4,1,4,3,3,2,1,3,2,1
menarik hati	2.4	1.0	2,3,2,2,3,3,1,2,2,4
cedayam	1.6	1.0	0,1,2,2,2,2,2,3,1,1
hasan	2.4	1.0	2,4,2,3,3,3,1,2,3,1
tumandang	0.8	1.0	1,0,1,1,2,-1,-2,1,3,2
pengen	2.4	1.0	2,2,2,1,2,3,3,4,3,2
bener	2.4	1.0	2,2,3,1,2,4,2,2,4,2
hellooo	1.6	1.0	2,0,2,1,-2,1,3,3,3,3
marilah	0.8	1.0	1,-1,1,1,2,0,0,1,2,1
terbaik	4.0	1.0	4,4,4,4,4,4,4,4,4,4
ulung	3.2	1.0	4,2,4,3,4,3,1,3,4,4
good	4.0	1.0	4,4,4,4,4,4,4,4,4,4
silakan	0.8	1.0	1,1,0,0,0,2,0,0,2,2
main	1.6	1.0	3,1,1,1,1,2,1,2,2,2
alhamdulillah	4.0	1.0	4,4,4,4,4,4,4,4,4,4
unek-unek	1.6	1.0	2,2,3,1,2,1,-1,2,2,2
sesalan	0.8	1.0	1,-1,0,2,0,2,2,0,0,2
menyaksikan	0.8	1.0	1,-1,1,1,2,1,-1,2,2,0
pemenangnya	3.2	1.0	3,4,2,4,3,3,2,3,4,4
hiii	0.8	1.0	3,-1,2,1,1,1,1,0,0,0
menginterprestasikan	0.8	1.0	3,2,2,0,1,-2,1,0,0,1
menaksir	2.4	1.0	2,4,2,4,2,2,3,2,3,0
menuturkan	2.4	1.0	3,3,1,2,2,3,3,2,4,1
memperkirakan	1.6	1.0	2,2,1,0,3,0,1,2,3,2
mengimla	0.8	1.0	1,0,1,1,-1,1,2,2,1,0
mengantisipasi	2.4	1.0	2,3,2,2,1,3,3,2,2,4
menafsirkan	1.6	1.0	0,2,3,-2,2,2,2,1,4,2
mengartikan	0.8	1.0	3,1,1,0,1,2,-1,1,0,0
mengasosiasikan	2.4	1.0	1,3,2,3,2,2,3,1,3,4
borong	1.6	1.0	1,2,2,1,1,2,2,2,2,1
payu	1.6	1.0	4,1,1,4,1,0,2,1,0,2
membeli	1.6	1.0	1,0,1,3,2,1,2,3,3,0
membuat	0.8	1.0	1,0,0,1,1,2,0,1,-1,3
tertawa kecil	3.2	1.0	4,3,4,2,3,3,4,3,3,3
minta	1.6	1.0	1,2,3,3,2,1,1,2,0,1
mengorak senyum	1.6	1.0	0,2,1,3,0,2,1,3,2,2
mesem	1.6	1.0	0,2,2,2,2,3,-1,2,1,3
tersenyum	3.2	1.0	3,3,2,4,3,3,3,4,4,3
ok	3.2	1.0	2,4,2,3,3,3,4,3,4,4
ayo	3.2	1.0	2,3,3,3,4,4,4,4,3,2
mari	3.2	1.0	2,4,3,4,1,4,3,3,4,4
yuk	3.2	1.0	3,4,1,4,4,1,4,4,4,3
lincah	3.2	1.0	3,3,4,3,4,3,4,4,1,3
buru-buru	0.8	1.0	1,2,1,2,0,0,0,1,1,0
kencang	2.4	1.0	4,2,2,2,3,0,2,3,4,2
buntut	0.8	1.0	-1,1,1,0,1,2,0,0,2,2
kilat	2.4	1.0	4,3,3,2,1,2,2,3,2,2
kunjung	2.4	1.0	3,4,2,3,3,1,4,1,2,1
mendahului	1.6	1.0	2,2,3,1,2,2,0,2,1,1
segera	2.4	1.0	3,2,3,3,2,3,2,1,3,2
lekas	1.6	1.0	2,1,3,0,2,0,2,2,1,3
akas	1.6	1.0	1,2,1,1,2,3,2,1,1,2
terampil	3.2	1.0	3,4,2,4,4,2,4,1,4,4
jeraus	1.6	1.0	0,1,3,0,0,3,3,1,2,3
pagi	0.8	1.0	-2,3,1,0,2,0,0,1,2,1
pesat	2.4	1.0	2,2,3,1,1,3,3,4,3,2
sebat	0.8	1.0	2,2,1,1,0,1,0,-1,2,0
kawal	0.8	1.0	1,1,2,1,0,1,1,1,2,-2
berkawal	3.2	1.0	2,2,4,4,4,3,2,4,3,4
gugah	1.6	1.0	0,-1,2,3,2,2,1,2,3,2
pustaka	3.2	1.0	3,4,4,3,4,3,2,2,4,3
sir-siran	1.6	1.0	4,1,2,0,3,0,3,1,1,1
pelihara	2.4	1.0	2,3,3,2,3,3,3,1,2,2
patroli	1.6	1.0	1,3,1,1,2,1,1,2,2,2
kitab	1.6	1.0	1,3,1,2,3,0,4,0,0,2
ronda	1.6	1.0	3,1,0,1,3,1,1,2,3,1
sambang	1.6	1.0	2,2,1,2,3,2,1,1,2,0
berguru	2.4	1.0	1,3,3,1,4,4,3,3,2,0
menuntut ilmu	3.2	1.0	4,2,2,3,4,2,3,4,4,4
melatih diri	3.2	1.0	4,4,2,4,4,3,4,2,2,3
menimba ilmu	3.2	1.0	3,3,4,3,4,4,2,4,1,4
mengaji	3.2	1.0	4,2,4,4,3,4,4,3,2,2
meneladan	3.2	1.0	2,3,4,3,4,4,1,4,3,4
mencari ilmu	3.2	1.0	4,2,4,3,4,3,4,4,2,2
luck	3.2	1.0	4,3,4,3,4,4,2,1,4,3
bersekolah	2.4	1.0	0,3,3,2,3,4,2,4,1,2
menggali ilmu	3.2	1.0	4,1,4,3,4,4,3,3,4,2
menelaah	1.6	1.0	1,0,2,2,3,1,4,1,2,0
memahirkan	3.2	1.0	0,4,4,2,4,3,4,4,4,3
harmonisasiuniv	1.6	1.0	2,2,1,1,1,1,3,2,1,2
sreg	1.6	1.0	1,2,1,2,0,4,1,1,1,3
penyatuan	2.4	1.0	4,2,2,3,0,4,2,3,2,2
wangi	3.2	1.0	4,3,4,1,3,4,4,4,3,2
pulas	3.2	1.0	4,3,4,3,1,4,4,2,4,3
merdu	4.0	1.0	4,4,4,4,4,4,4,4,4,4
harum	4.0	1.0	4,4,4,4,4,4,4,4,4,4
legit	3.2	1.0	4,1,3,4,4,4,3,4,2,3
inkorporasi	2.4	1.0	2,2,2,3,4,2,0,4,3,2
serundai	1.6	1.0	2,1,1,3,2,2,0,0,1,4
helloo	0.8	1.0	1,2,2,-1,1,1,1,0,-1,2
page	1.6	1.0	3,2,0,2,0,3,2,3,1,0
menyerempakkan	2.4	1.0	4,2,2,3,1,2,2,1,3,4
menyinkronkan	0.8	1.0	0,-1,0,2,0,1,0,1,3,2
tolong	2.4	1.0	3,3,3,3,3,2,0,3,3,1
kediaman	1.6	1.0	1,1,2,3,1,2,1,1,2,2
panti	1.6	1.0	2,2,0,2,1,4,2,1,0,2
rumah	2.4	1.0	3,3,1,3,3,0,3,3,1,4
simplistis	2.4	1.0	0,2,2,3,3,3,4,1,4,2
menjejali	0.8	1.0	0,0,1,1,1,2,1,0,2,0
perfek	3.2	1.0	3,3,3,1,4,4,3,3,4,4
tayib	1.6	1.0	4,1,2,2,2,1,2,-2,2,2
memejahijaukan	0.8	1.0	0,0,3,0,0,1,2,2,0,0
tayibah	1.6	1.0	3,2,3,1,0,3,2,1,0,1
jamil	1.6	1.0	3,1,-1,2,3,2,2,0,3,1
mungil	2.4	1.0	2,2,3,2,2,2,3,3,2,3
rancak	4.0	1.0	4,4,4,4,4,4,4,4,4,4
mengisi	1.6	1.0	2,2,1,2,0,1,2,3,0,3
necis	3.2	1.0	3,3,3,2,4,4,4,3,4,2
menyidangkan	0.8	1.0	1,2,3,0,1,-2,0,2,1,0
bagusan	1.6	1.0	1,0,3,2,2,1,2,1,2,2
estetis	3.2	1.0	2,3,2,4,3,2,4,4,4,4
firasat	0.8	1.0	0,3,0,1,0,2,0,1,-1,2
cawis	1.6	1.0	2,1,2,1,3,0,0,3,1,3
berdandan	3.2	1.0	3,4,4,2,4,3,2,4,3,3
andini	1.6	1.0	2,1,2,1,2,2,3,1,1,1
indikasi	1.6	1.0	4,0,1,3,1,0,3,0,2,2
tersedia	3.2	1.0	4,2,3,3,3,4,4,3,4,2
tersaji	3.2	1.0	4,3,3,4,3,1,4,4,3,3
sholat	4.0	1.0	4,4,4,4,4,4,4,4,4,4
pastikan	2.4	1.0	0,1,3,4,2,2,4,2,4,2
tersuguh	1.6	1.0	1,3,2,2,1,1,2,2,0,2
perpanjangan	1.6	1.0	3,1,2,2,2,1,2,2,1,0
fiesta	2.4	1.0	3,2,0,4,4,2,3,2,1,3
terdamping	0.8	1.0	1,1,1,1,-1,1,1,1,1,1
jomblo	0.8	1.0	2,2,2,-1,2,-1,2,-1,1,0
medali	3.2	1.0	3,4,3,3,4,2,4,3,3,3
terdekat	0.8	1.0	1,-1,1,0,3,0,1,3,0,0
artistik	3.2	1.0	4,2,3,4,4,3,3,3,3,3
wah	2.4	1.0	2,4,2,1,1,1,2,4,3,4
imut-imut	3.2	1.0	3,2,3,4,3,2,4,4,4,3
langkah baik	3.2	1.0	4,3,4,4,2,1,4,4,2,4
langkah kanan	2.4	1.0	1,2,1,4,4,2,2,4,2,2
guys	0.8	1.0	2,1,0,3,0,2,1,0,0,-1
profit	3.2	1.0	2,3,3,3,4,2,4,3,4,4
waris	2.4	1.0	4,2,2,4,2,1,3,2,2,2
dominan	2.4	1.0	3,2,1,3,4,2,3,2,2,2
kooperasi	0.8	1.0	1,0,0,3,0,2,0,1,1,0
keras tulang	1.6	1.0	2,2,3,2,3,2,1,0,1,0
gedembal	1.6	1.0	1,1,3,2,0,3,2,0,0,4
tangguh	4.0	1.0	4,4,4,4,4,4,4,4,4,4
wedel	1.6	1.0	1,1,2,2,2,0,1,2,3,2
tapa	1.6	1.0	0,2,3,3,1,4,-1,2,0,2
kedot	1.6	1.0	1,1,0,3,0,2,1,1,4,3
keikutsertaan	2.4	1.0	1,2,3,4,2,2,1,4,2,3
kesertaan	1.6	1.0	3,3,0,0,1,1,2,1,2,3
dibalas	1.6	1.0	0,3,1,3,3,1,1,0,2,2
kerja sama	3.2	1.0	3,3,4,2,3,4,4,4,3,2
tatap	0.8	1.0	0,1,2,2,0,0,1,2,1,-1
berpengaruh	2.4	1.0	2,2,3,2,4,0,4,2,3,2
besar lengan	2.4	1.0	3,2,1,4,2,3,4,0,3,2
bedegap	2.4	1.0	1,1,4,1,3,3,3,4,1,3
peran serta	2.4	1.0	1,2,1,1,4,2,4,3,4,2
masif	1.6	1.0	1,1,2,2,1,2,2,2,1,2
gratis	3.2	1.0	2,3,3,4,4,4,3,1,4,4
membantu	3.2	1.0	3,2,3,4,3,4,4,3,3,3
busana	1.6	1.0	1,1,1,2,4,1,0,2,2,2
hasad	1.6	1.0	2,2,2,1,1,2,0,1,2,3
keki	0.8	1.0	0,2,2,-1,0,0,1,2,0,2
free	2.4	1.0	3,3,2,3,3,3,1,3,2,1
wkwkwk	2.4	1.0	2,3,2,2,2,3,3,3,2,2
sangsi	0.8	1.0	0,-1,0,3,1,1,2,1,1,0
berprasangka	0.8	1.0	2,0,2,1,1,1,1,-2,0,2
bermaslahat	1.6	1.0	0,1,0,1,2,2,4,0,3,3
mujur	3.2	1.0	3,2,4,4,2,3,4,4,2,4
warisan	2.4	1.0	2,3,2,1,4,1,2,3,3,3
bersetuju	2.4	1.0	2,3,3,3,1,2,3,3,3,1
kenan	1.6	1.0	3,2,4,3,0,1,1,0,1,1
(hujan) gerimis	0.8	1.0	0,1,2,-1,1,1,0,3,1,0
support	3.2	1.0	2,4,3,4,3,4,3,2,3,4
sahabat	3.2	1.0	4,3,4,3,3,3,3,2,3,4
gerimis	0.8	1.0	0,1,2,1,2,2,1,-1,0,0
hujan	0.8	1.0	1,1,0,-1,1,1,1,1,1,2
handai	2.4	1.0	2,0,3,3,2,3,4,2,2,3
kece	4.0	1.0	4,4,4,4,4,4,4,4,4,4
thank	3.2	1.0	2,3,4,4,4,4,2,3,2,4
hujan ringan	1.6	1.0	3,-1,3,1,2,0,2,3,2,1
sobat	3.2	1.0	4,3,2,4,4,3,3,3,3,3
panjang tungkai	1.6	1.0	2,2,1,3,2,2,2,0,2,0
trims	3.2	1.0	4,4,4,4,2,3,2,1,4,4
doa	3.2	1.0	4,4,4,4,2,3,2,2,3,4
pacaran	2.4	1.0	1,3,2,4,3,2,4,2,2,1
berpacaran	2.4	1.0	3,3,2,2,3,1,4,2,3,1
teranyar	3.2	1.0	4,3,4,2,3,2,4,4,3,3
hallo	3.2	1.0	3,2,4,1,4,3,4,4,3,4
happy	4.0	1.0	4,4,4,4,4,4,4,4,4,4
ketemu	0.8	1.0	-1,0,1,0,1,1,0,3,1,2
senjang	0.8	1.0	0,2,1,3,0,0,2,1,-1,0
mudah-mudahan	0.8	1.0	0,-2,2,1,2,2,1,2,-1,1
modern	2.4	1.0	2,3,2,3,1,4,3,3,2,1
peranakan	1.6	1.0	2,3,3,2,0,1,2,0,1,2
pemudaan	1.6	1.0	1,2,2,1,0,1,2,3,2,2
masygul	2.4	1.0	3,2,3,1,4,2,3,1,2,3
gelebah	1.6	1.0	-1,3,1,2,2,3,2,1,0,3
mending	1.6	1.0	1,2,3,0,3,2,2,0,2,1
regenerasi	3.2	1.0	4,3,4,2,3,4,4,4,2,2
simpel	2.4	1.0	3,3,1,2,2,3,3,3,2,2
sirap hati	0.8	1.0	1,0,1,1,1,3,-1,1,1,0
puspa	3.2	1.0	3,2,3,4,4,4,2,3,3,4
mengenyam	0.8	1.0	1,1,1,0,2,1,1,0,1,0
merah telinga	0.8	1.0	0,3,1,2,1,0,-1,1,1,0
bonafide	2.4	1.0	2,2,2,2,3,4,2,2,3,2
terbakar	0.8	1.0	3,0,0,1,1,1,2,1,-1,0
bergairah	2.4	1.0	2,3,3,4,3,2,3,2,1,1
puspita	2.4	1.0	2,3,1,4,3,4,2,2,3,0
pelengkap	1.6	1.0	0,3,3,3,1,2,1,0,0,3
perempuan cantik	4.0	1.0	4,4,4,4,4,4,4,4,4,4
sewot	0.8	1.0	2,2,-2,2,1,0,3,0,0,0
gusar	0.8	1.0	2,1,0,0,1,0,1,2,0,1
hiasan	2.4	1.0	3,2,2,2,4,3,2,1,2,3
kesuma	2.4	1.0	2,4,3,3,3,0,2,3,2,2
primadona	4.0	1.0	4,4,4,4,4,4,4,4,4,4
tulus ikhlas	4.0	1.0	4,4,4,4,4,4,4,4,4,4
senyuman	3.2	1.0	2,4,4,2,4,4,3,3,4,2
lugas	3.2	1.0	2,3,4,3,4,3,3,4,2,4
gemas	3.2	1.0	4,2,4,3,2,4,3,3,3,4
kusuma	3.2	1.0	4,4,3,3,3,4,3,1,4,3
yaudah	0.8	1.0	0,1,0,1,1,1,2,1,0,1
menyayang	3.2	1.0	3,3,2,4,2,3,4,4,4,3
menggemari	2.4	1.0	3,2,2,2,4,3,3,2,3,0
pasangan hidup	3.2	1.0	3,4,4,4,2,2,3,3,3,4
asah asih asuh	1.6	1.0	4,2,2,2,0,0,2,3,1,0
belom	0.8	1.0	1,0,2,1,1,2,1,-1,1,0
hay	0.8	1.0	1,1,0,1,2,0,0,2,0,1
kepedulian	3.2	1.0	3,4,4,3,4,4,2,4,3,1
sepuh	0.8	1.0	1,-1,0,0,1,0,3,2,2,0
kejelasan	0.8	1.0	2,-1,1,2,0,0,2,1,1,0
seruh	1.6	1.0	3,3,-1,1,2,2,3,0,-1,4
terlukis	2.4	1.0	2,1,3,2,1,3,2,4,2,4
prosa	1.6	1.0	1,1,1,3,2,3,2,1,0,2
ketertarikan	3.2	1.0	4,2,4,3,4,4,1,4,2,4
cerita anak	1.6	1.0	3,0,1,2,2,1,0,2,2,3
bau tanah	0.8	1.0	1,-1,0,1,0,3,1,-1,3,1
atensi	1.6	1.0	1,3,1,1,4,2,3,0,0,1
tergambar	1.6	1.0	4,2,2,1,2,2,1,1,0,1
anekdot	1.6	1.0	3,1,4,0,1,1,1,3,1,1
mengamuk	0.8	1.0	1,2,1,0,2,2,-1,0,0,1
shalat	3.2	1.0	2,4,2,3,3,3,3,4,4,4
lanjut	1.6	1.0	1,0,4,1,3,3,1,2,3,-2
seneng	4.0	1.0	4,4,4,4,4,4,4,4,4,4
omong kosong	0.8	1.0	0,0,1,3,1,1,0,1,1,0
bombastis	1.6	1.0	2,1,3,1,2,1,2,3,1,0
fiksi	1.6	1.0	1,2,2,2,0,3,0,1,2,3
dzuhur	0.8	1.0	-1,1,2,1,0,0,1,1,0,3
tips	3.2	1.0	3,2,1,4,4,4,3,4,3,4
kelonggaran	2.4	1.0	2,2,3,2,3,3,1,4,3,1
tq	3.2	1.0	3,4,3,3,1,4,2,4,4,4
respon	1.6	1.0	2,1,2,1,2,1,2,1,2,2
sirna	0.8	1.0	0,1,1,-2,4,0,1,1,1,1
kelawasan	0.8	1.0	0,0,1,3,1,2,0,-1,0,2
singgung	0.8	1.0	3,0,0,1,0,2,2,0,0,0
only	0.8	1.0	1,0,2,0,2,0,0,2,1,0
layanan	2.4	1.0	3,1,4,2,3,1,2,2,3,3
keluasan	2.4	1.0	2,3,4,2,2,2,2,1,2,4
langganan	3.2	1.0	3,3,4,3,4,4,2,2,4,3
resap	2.4	1.0	4,2,1,0,4,4,2,2,2,3
menyingsing	2.4	1.0	3,3,2,2,2,3,3,3,1,2
lelap	3.2	1.0	4,3,4,4,4,3,3,1,3,3
tembus	2.4	1.0	3,2,2,1,1,3,4,2,3,3
keringanan	1.6	1.0	1,2,1,2,2,1,1,1,4,1
beterbangan	1.6	1.0	0,2,1,3,1,2,2,3,3,-1
lipur	1.6	1.0	1,3,1,4,1,4,0,1,1,0
sajak	1.6	1.0	2,2,2,2,1,1,0,1,2,3
mempertentangkan	0.8	1.0	1,1,-1,0,0,2,2,1,1,1
peria	1.6	1.0	2,0,2,1,1,1,1,3,3,2
respons	2.4	1.0	3,3,2,4,2,2,1,2,4,1
jawaban	2.4	1.0	1,1,3,3,2,2,3,3,4,2
reaksi	1.6	1.0	2,0,1,2,2,2,3,1,3,0
kangen	2.4	1.0	2,3,2,3,1,1,4,3,3,2
tlg	2.4	1.0	2,3,3,3,1,3,1,3,4,1
sahutan	0.8	1.0	-1,-2,1,2,1,1,4,1,1,0
cepet	1.6	1.0	3,1,-1,1,3,1,3,2,2,1
doang	0.8	1.0	1,0,3,1,-1,1,3,0,-1,1
lantik	2.4	1.0	1,4,4,0,3,4,1,3,1,3
akibat	0.8	1.0	1,1,0,3,0,-1,1,0,2,1
sambutan	2.4	1.0	2,3,2,1,3,1,1,4,3,4
bersalin	2.4	1.0	3,2,1,4,3,2,1,2,3,3
wahyu	3.2	1.0	1,4,4,4,2,4,4,3,2,4
maha	3.2	1.0	4,4,3,2,4,1,4,3,3,4
terlindung	3.2	1.0	3,4,4,2,3,2,3,4,4,3
menetap	2.4	1.0	1,1,3,2,2,3,4,3,3,2
bersikukuh	0.8	1.0	0,0,0,2,1,1,2,0,1,1
rusuhan	0.8	1.0	2,-1,3,-1,-1,0,3,2,0,1
meyakinkan	2.4	1.0	2,4,2,3,3,3,1,3,1,2
berkukuh	1.6	1.0	4,2,3,0,1,2,1,1,1,1
