no,timestamp,teks,teks_processed,teks_translated
11,2016-12-29T11:42:17.000Z,Saat bertemu Kel Ternak Gemah Ripah dan KUB Sido Makmur di Kulon Progo yg trm UPPO Rp jt Reses,saat temu keluarga ternak gemah ripah dan KUB sido makmur di kulon progo yang trm UPPO rp juta reses,during a meeting with the Gemah Ripah livestock family and KUB Sido Prosperous in Kulon Progo which received an UPPO of IDR million during the recess
12,2016-12-29T11:35:55.000Z,Turba ke Masjid Baiturrochman Kulon Progo yg Pernah Terima Bantuan PKBL BRI Rp Juta reses,turba ke masjid baiturrochman kulon progo yang pernah terima bantu PKBL BRI rp juta reses,"Turba went to the Baiturrochman Mosque in Kulon Progo, which had received BRI PKBL assistance of IDR million during the recess"
13,2016-12-29T08:51:26.000Z,kebijakan yang salah mengawasi,kebijakan yang salah awas,wrong policy
14,2016-12-29T07:01:33.000Z,Sidang Rapat Paripurna PAW Tiga Anggota DPR Aceh Diganti,sidang rapat paripurna PAW tiga anggota DPR aceh ganti,PAW plenary session three Aceh DPR members replaced
15,2016-12-29T03:36:27.000Z,Butuh kebijakan konkret untuk mengeksplorasi EnergiPanasBumi untuk kebutuhan listrik nasional yang semakin meningkat,butuh kebijakan konkret untuk eksplorasi energipanasbumi untuk butuh listrik nasional yang makin tingkat,need concrete policies for exploration of geothermal energy to meet increasing national electricity needs
16,2016-12-29T03:14:38.000Z,Mr Sandi CA mohon bantuan utk tanda tangani Petisi Ke Ketua dan Wkl Ketua DPR Salam Profesional,mr sandi CA mohon bantu untuk tanda tangan petisi ke ketua dan wkl ketua DPR salam profesional,"Mr. Sandi CA, please help to sign the petition to the chairman and deputy chairman of the DPR, professional greetings"
17,2016-12-29T00:49:57.000Z,Pagi all tiada yang lebih baik dari silaturrahim dengan konstituen Tetap menyambangi rakyat Edisi Reses,pagi all tiada yang lebih baik dari silaturrahim dengan konstituen tetap sambang rakyat edisi reses,"Morning everyone, there is nothing better than friendship with constituents who remain in touch with the people during the recess edition"
18,2016-12-28T12:33:03.000Z,Anggota Komisi II DPR RI Hetifah Gelar Reses di Kabupaten Berau,anggota komisi II DPR RI hetifah gelar reses di kabupaten rau,Member of Commission II DPR RI Hetifah held a recess in Rau district
19,2016-12-28T11:56:37.000Z,Reses Anggota DPR RI Viktor Bungtilu Laiskodat di Desa Merbaun Tofa Kec Amarasi Barat Kab Kupang NTT,reses anggota DPR RI viktor bungtilu laiskodat di desa merbaun tofa kec amarasi barat kab kupang NTT,"DPR RI member Viktor Bungtilu Laiskodat recess in Merbaun Tofa village, West Amarasi district, Kupang district, NTT"
20,2016-12-28T05:26:34.000Z,Ketua Panja RUU Revisi ITE TB Hasanuddin sampaikan muatan materi UU Perubahan UU ITE,ketua panja RUU revisi ITE TB hasanuddin sampai muat materi UU ubah UU ITE,"chairman of the working committee on the ITE revision bill, TB Hasanuddin, until it includes material on the law to amend the ITE law"
21,2016-12-28T03:55:30.000Z,Gelar Peringatan Maulid Nabi dan Reses Anggota DPR RI Komisi VIII klik,gelar ingat maulid nabi dan reses anggota DPR RI komisi VII klik,"Celebrating the Prophet's birthday and recess for DPR RI Commission VII members, click"
22,2016-12-27T16:01:19.000Z,Reses di Sinjai DPR RI Pusat Serap Aspirasi Warga Desa Saukang,reses di sinjai DPR RI pusat serap aspirasi warga desa saukang,recess in Sinjai DPR RI center to absorb aspirations of Saukang village residents
23,2016-12-27T15:50:22.000Z,Reses di Sinjai DPR RI Pusat Serap Aspirasi Warga Desa Saukang via,reses di sinjai DPR RI pusat serap aspirasi warga desa saukang via,recess in Sinjai DPR RI center to absorb aspirations of Saukang village residents via
24,2016-12-27T14:37:18.000Z,Anggota DPR RI EE Mangindaan Manfaatkan Massa Reses di Desa Esandom Minahasa Tenggara,anggota DPR RI EE mangindaan manfaat rakyat reses di desa esandom minahasa tenggara,"Member of the DPR RI EE asked for benefits for the people from the recess in the village of Esandom, Southeast Minahasa"
25,2016-12-27T07:13:56.000Z,Demikian ulasan singkat tentang Masa Reses DPR semoga bermanfaat bagi kita semua ResesDPR,demikian ulas singkat tentang masa reses DPR moga manfaat bagi kita semua resesdpr,"That's a brief review of the DPR recess period, hopefully it will be useful for all of us during the DPR recess"
26,2016-12-27T07:08:59.000Z,Masa Reses ini diharapkan dapat dimanfaatkan dengan maksimal oleh masyarakat untuk menyampaikan aspirasi pembangunan daerahnya ResesDPR,masa reses ini harap dapat manfaat dengan maksimal oleh masyarakat untuk sampai aspirasi pembangunan daerah resesdpr,It is hoped that this recess period will be of maximum benefit to the community to achieve regional development aspirations during the recess
27,2016-12-27T07:07:13.000Z,Yg perlu diingat kita pahami bersama bahwa DPR bukanlah eksekutor jadi temuan selama Masa Reses ditindaklanjuti sesuai mekanisme ResesDPR,yang perlu ingat kita paham sama bahwa DPR bukan eksekutor jadi temu lama masa reses ditindaklanjuti sesuai mekanisme resesdpr,"What we need to remember is that we understand that the DPR is not the executor, so meetings during the recess period are followed up according to the DPR recess mechanism"
28,2016-12-27T07:06:25.000Z,Berdasarkan Tatib DPR Pasal ayat hasil Reses tersebut dilaporkan secara tertulis oleh Anggota kepada Fraksi masing masing ResesDPR,dasar tatib DPR pasal ayat hasil reses sebut lapor cara tulis oleh anggota kepada partai masing masing resesdpr,"The basic DPR rules, articles, paragraphs on the results of the recess, state how to write reports by members to their respective parties during the DPR recess"
29,2016-12-27T07:06:11.000Z,Kegiatan reses para Anggota DPR dilakukan secara transparan dan adanya pertanggungjawaban yang jelas ResesDPR,giat reses para anggota DPR pelaksanaan cara transparan dan ada pertanggungjawaban yang jelas resesdpr,Members of the DPR are active in carrying out the recess in a transparent manner and there is clear accountability for the DPR recess
30,2016-12-27T07:05:57.000Z,Pada Masa Persidangan aspirasi masukan masyarakat selama Masa Reses akan disampaikan dibahas dg pemerintah saat Rapat Kerja ResesDPR,pada masa sidang aspirasi masuk masyarakat lama masa reses akan sampai bahas dengan pemerintah saat rapat kerja resesdpr,"During the hearing, aspirations to enter society will take up the length of the recess period and will be discussed with the government during the DPR recess working meeting"
31,2016-12-27T07:05:31.000Z,Pada Masa Reses DPR melaksanakan tugas menyerap aspirasi masyarakat yang terkait dengan pelaksanaan fungsi dan tugas DPR ResesDPR,pada masa reses DPR laksana tugas serap aspirasi masyarakat yang kait dengan laksana fungsi dan tugas DPR resesdpr,"During the DPR recess, it carries out the task of absorbing the aspirations of the people which is related to carrying out the functions and duties of the DPR during the DPR recess"
32,2016-12-27T07:05:16.000Z,Masa Reses sendiri tertuang dalam UU MD No dan Peraturan DPR No tentang Tata Tertib DPR ResesDPR,masa reses sendiri tuang dalam UU MD no dan pengaturan DPR no tentang tata tertib DPR resesdpr,The recess period itself is stated in MD Law no. and DPR regulations no. concerning DPR recess regulations
33,2016-12-27T07:05:01.000Z,Masa Reses bukan berarti para Anggota DPR tidak bekerja namuan aktivitasnya dilakukan di daerah terutama di daerah pemilihannya ResesDPR,masa reses bukan arti para anggota DPR tidak kerja namuan aktivitas pelaksanaan di daerah utama di daerah pilih resesdpr,"The recess period does not mean that DPR members are not working, but rather implementation activities in the main areas in the DPR recess selected areas"
34,2016-12-27T07:04:08.000Z,Dalam Masa Reses Anggota DPR akan melakukan kunjungan ke Dapil maupun kunjungan ke daerah lainnya dengan Alat Kelengkapan Dewan ResesDPR,dalam masa reses anggota DPR akan pelaksanaan kunjung ke dapil maupun kunjung ke daerah lain dengan alat lengkap dewan resesdpr,"During the recess period, members of the DPR will carry out visits to electoral districts or other areas with the full equipment of the DPR recess council"
35,2016-12-27T07:02:47.000Z,Masa Reses adalah masa dimana Anggota DPR melakukan kegiatan di luar Masa Sidang terutama di luar gedung DPR ResesDPR,masa reses adalah masa mana anggota DPR pelaksanaan giat di luar masa sidang utama di luar gedung DPR resesdpr,The recess period is the period during which members of the DPR are active outside the main session period outside the DPR building for recess
36,2016-12-27T07:00:49.000Z,Masa Reses DPR Masa Persidangan II Tahun Sidang akan berlangsung dari tanggal Desember hingga Januari ResesDPR,masa reses DPR masa sidang II tahun sidang akan langsung dari tanggal desember hingga januari resesdpr,The recess period for the DPR for the second session of the session year will be from December to January for the DPR recess
37,2016-12-27T06:59:33.000Z,Selamat sore Sahabat Parle Saat ini DPR RI sedang memasuki Masa Reses Masa Persidangan II Tahun Sidang ResesDPR,selamat sore sahabat parle saat ini DPR RI sedang pasuk masa reses masa sidang II tahun sidang resesdpr,"Good afternoon, Parle friends, currently the DPR RI is entering a recess period for the second session of the DPR session"
38,2016-12-27T03:09:09.000Z,Reses di Sinjai Anggota DPR RI Nasyid Umar Jemput Keluhan Warga,reses di sinjai anggota DPR RI nasyid umar jemput keluh warga,"member of the Republic of Indonesia's DPR, Nasyid Umar, took up the residents' complaints during the recess in Sinjai"
39,2016-12-27T02:16:01.000Z,Kabarnya memanfaatkan waktu reses ini wakil rakyat daerah pemilihan Nusa Tenggara Timur NTT itu memboyong,kabar manfaat waktu reses ini wakil rakyat daerah pilih nusa tenggara timur NTT itu boyong,"The news about the benefits of this recess is that the people's representatives from the selected region of East Nusa Tenggara, NTT, are coming forward"
40,2016-12-26T10:35:17.000Z,KUNINGAN KAPOL Reses Anggota DPR RI bisa dilakukan dengan berbagai cara Namun bagi KH Asep Maosul Affandi,KUNINGAN KAPOL reses anggota DPR RI dapat pelaksanaan dengan bagai cara tetapi bagi KAH asep maosul affandi,"BRASS KAPOL recess for DPR RI members can be implemented in various ways, but for KAH asep maosul affandi"
41,2016-12-26T08:41:36.000Z,CC Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,CC anggota DPR ini minta kebijakan bebas visa cabut,This DPR member CC asked for the visa-free policy to be withdrawn
42,2016-12-26T05:11:02.000Z,Inilah indikator kesuksesan reses Anggota DPR RI,ini indikator sukses reses anggota DPR RI,This is an indicator of the success of the DPR RI members' recess
43,2016-12-26T04:16:32.000Z,Ada misi Anggota DPR ketika masa reses Pertama untuk membangun akuntabilitas politik cc,ada misi anggota DPR ketika masa reses pertama untuk bangun akuntabilitas politik cc,There is a mission for DPR members during the first recess to build CC political accountability
44,2016-12-26T03:42:57.000Z,Siang teman teman Tgl Des Jan anggota melaksanakan reses Apa yg perlu kt ketahui sbg konstituen? cc,siang teman teman tanggal des jangan anggota laksana reses apa yang perlu kita tahu bagai konstituen ? cc,"afternoon friends, the date is December, don't be a member, it's like a recess. What do we need to know as constituents? cc"
45,2016-12-26T03:29:55.000Z,Akan Bentuk Pansus Pekerja Asing Ilegal SEGERA Tinjau Ulang Kebijakan Bebas Visa dengan RRC Pak,akan bentuk pansus kerja asing ilegal SEGERA tinjau ulang kebijakan bebas visa dengan RRC pak,"will form a special committee on illegal foreign employment. IMMEDIATELY review the visa-free policy with the PRC, sir"
46,2016-12-26T01:01:22.000Z,Terkait Kegiatan Reses Anggota DPR RI KPU dan Panwaslih Diuji Profesionalismenya,kait giat reses anggota DPR RI KPU dan panwaslih uji profesionalisme,related to active recess for DPR RI KPU members and supervisory committee professionalism tests
47,2016-12-25T15:07:03.000Z,Reses di Bone Anggota DPR RI Akbar Faisal Sampaikan ini,reses di bone anggota DPR RI akbar faisal sampai ini,Recess in the bones of DPR RI member Akbar Faisal until now
48,2016-12-25T08:09:14.000Z,Temuan Komisi IX DPR RI Serbuan Buruh China Akibat Kebijakan Bebas Visa,temu komisi IX DPR RI serbu buruh china akibat kebijakan bebas visa,DPR RI Commission IX meeting attacks Chinese workers due to visa-free policy
49,2016-12-25T01:14:32.000Z,kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila? dprkemana,kemankalian saat rakyat jerit karena kebijakan eksekutip yang gila ? dprkemana,chaos when the people scream because of crazy executive policies? dprwhere
50,2016-12-24T13:54:06.000Z,Komisi IX Ketua Komisi IX DPR RI merekomendasikan kpd pem agar tinjau ulang kebijakan bebas visa,komisi IX ketua komisi IX DPR RI rekomendasi kepada pem agar tinjau ulang kebijakan bebas visa,"Commission IX, chairman of Commission IX DPR RI, recommended to the government to review the visa-free policy"
51,2016-12-24T11:47:15.000Z,KTweets Komunitas Disabilitas Serahkan Draft RUU Penyandang Disabilitas ke Sekjen DPR RI RUUDisabilitas,ktweets komunitas disabilitas serah draft RUU sandang disabilitas ke sekjen DPR RI ruudisabilitas,ktweets The disability community submitted the draft bill on disability clothing to the secretary general of the Indonesian House of Representatives regarding disability
52,2016-12-24T10:44:44.000Z,Konsolidasi Pendidikan Politik DPD Golkar Kota Semarang Reses Anggota DPR RI Mujib Rohmad,konsolidasi didik politik DPD golkar kota semarang reses anggota DPR RI mujib rohmad,consolidation of political education DPD Golkar Semarang City DPR RI member Mujib Rohmad recess
53,2016-12-24T10:02:14.000Z,DPR Minta Pemerintah Evaluasi Kebijakan Bebas Visa Komisi IX DPR RI merekomendasikan kepada pemerintah untuk,DPR minta pemerintah evaluasi kebijakan bebas visa komisi IX DPR RI rekomendasi kepada pemerintah untuk,The DPR asked the government to evaluate the DPR RI Commission IX visa-free policy and recommend it to the government
54,2016-12-24T09:32:54.000Z,Reses Anggota DPR RI Drs H Dadang S Muchtar Bersama Masyarakat Desa Pasirtalaga Kecamatan Telagasari Kabupaten Karawang Desember,reses anggota DPR RI drs h dadang si muchtar sama masyarakat desa pasirtalaga camat telagasari kabupaten karawang desember,"recess for DPR RI members Drs H Dadang Si Muchtar and the people of Pasirtalaga Village, Head of Telagasari Subdistrict, Karawang Regency, December"
55,2016-12-24T02:57:25.000Z,Bayangkan bila anggota dpr dlm reses nya mensosialisasikan tax amnesti pasti efek nya positif tuk menyakin kan rakyat Tujuan ini program,bayang bila anggota dpr dalam reses nya sosialisasi tax amnesti pasti efek nya positif untuk menyakin kan rakyat tuju ini program,"Imagine if members of the DPR during their recess socialized the tax amnesty, it would definitely have a positive effect in convincing the people to aim for this program."
56,2016-12-23T21:07:30.000Z,BaBekasihtau Rencana Kebijakan Redenominasi Ini Pandangan Positif Anggota DPR,babekasihtau rencana kebijakan redenominasi ini pandang positif anggota DPR,"babe, you know that DPR members view this redenomination policy plan positively"
57,2016-12-23T21:06:09.000Z,body status Dewibet Jkt Rencana Kebijakan uangrupiah redenominasi surabaya TeamK wanita dewi,body status dewibet jakarta rencana kebijakan uangrupiah redenominasi surabaya teamk wanita dewi,body status Dewibet Jakarta Rupiah Redenomination Policy Plan Surabaya TeamK Wanita Dewi
58,2016-12-23T20:56:28.000Z,Rencana Kebijakan Redenominasi Ini Pandangan Positif Anggota DPR,rencana kebijakan redenominasi ini pandang positif anggota DPR,DPR members view this redenomination policy plan positively
59,2016-12-23T16:26:59.000Z,Ratusan Pekerja Ilegal China Ditangkap Kebijakan BEBAS VISA perlu DITINJAU ULANG,ratus kerja ilegal china tangkap kebijakan BEBAS VISA perlu TINJAU ULANG,hundreds of illegal Chinese workers arrested VISA FREE policy needs to be REVIEWED
60,2016-12-23T15:36:09.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut GoAceh,anggota DPR ini minta kebijakan bebas visa cabut goaceh,This DPR member asked for Goaceh's visa-free policy to be revoked
61,2016-12-23T14:46:16.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,anggota DPR ini minta kebijakan bebas visa cabut,This DPR member asked for the visa-free policy to be withdrawn
62,2016-12-23T14:45:13.000Z,Sudah seharusnya di tinjau ulang Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,sudah harus di tinjau ulang anggota DPR ini minta kebijakan bebas visa cabut,Members of the DPR must review this and ask for the visa-free policy to be withdrawn
63,2016-12-23T14:32:35.000Z,Bikin Resah Masyarakat Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut GoAceh,bikin resah masyarakat anggota DPR ini minta kebijakan bebas visa cabut goaceh,This member of the DPR has asked for the visa-free policy to be revoked by Goaceh
64,2016-12-23T11:54:13.000Z,Bikin Resah Masyarakat Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,bikin resah masyarakat anggota DPR ini minta kebijakan bebas visa cabut,This member of the DPR has asked for the visa-free policy to be revoked
65,2016-12-23T09:46:38.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas,komisi VII harap RUU kerja sosial masuk prolegnas,Commission VII hopes that the social work bill will be included in the National Legislation Program
66,2016-12-23T09:46:15.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas info,komisi VII harap RUU kerja sosial masuk prolegnas info,Commission VII hopes that the social work bill will be included in the national legislative program info
67,2016-12-23T09:46:06.000Z,Dwi Murdaningsih Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas,dwi murdaningsih komisi VII harap RUU kerja sosial masuk prolegnas,Dwi Murdaningsih Commission VII hopes that the social work bill will be included in the National Legislation Program
68,2016-12-23T09:44:26.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas News,komisi VII harap RUU kerja sosial masuk prolegnas news,Commission VII hopes that the social work bill will be included in the national legislative program news
69,2016-12-23T09:43:20.000Z,Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas ROL,komisi VII harap RUU kerja sosial masuk prolegnas ROL,Commission VII hopes that the social work bill will be included in the ROL National Legislation Program
70,2016-12-23T09:41:28.000Z,republikaonline Komisi VIII Berharap RUU Pekerja Sosial Masuk Prolegnas,republikaonline komisi VII harap RUU kerja sosial masuk prolegnas,republicaonline commission VII hopes that the social work bill will be included in the national legislative program
71,2016-12-23T09:36:12.000Z,Bilal Ramadhan Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,bilal ramadhan anggota DPR ini minta kebijakan bebas visa cabut,"Bilal Ramadhan, a member of the DPR, asked for the visa-free policy to be withdrawn"
72,2016-12-23T09:33:08.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut ROL,anggota DPR ini minta kebijakan bebas visa cabut ROL,This DPR member asked for the visa-free policy to be revoked by ROL
73,2016-12-23T09:31:25.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut info,anggota DPR ini minta kebijakan bebas visa cabut info,This DPR member asked for the visa-free policy to be revoked
74,2016-12-23T09:31:11.000Z,republikaonline Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,republikaonline anggota DPR ini minta kebijakan bebas visa cabut,Republikaonline This member of the DPR asked for the visa-free policy to be withdrawn
75,2016-12-23T09:29:07.000Z,Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut News,anggota DPR ini minta kebijakan bebas visa cabut news,This member of the DPR asks for the visa-free policy to be withdrawn news
76,2016-12-23T09:16:21.000Z,DPR Minta Kebijakan Bebas Visa Dicabut,DPR minta kebijakan bebas visa cabut,DPR asks for visa-free policy to be withdrawn
77,2016-12-23T09:02:12.000Z,Cc RT JK Sebut Kebijakan Bebas Visa Perlu Dievaluasi,cc RT JIKA sebut kebijakan bebas visa perlu evaluasi,cc RT IF you say the visa-free policy needs evaluation
78,2016-12-23T06:02:31.000Z,Anggota DPR RI Gelar Reses di Desa Siberida Kecamatan Batang Gansal,anggota DPR RI gelar reses di desa siberida camat batang gansal,"Members of the Indonesian House of Representatives held a recess in the village of Cyberida, the sub-district head of Batang Gansal"
79,2016-12-23T04:24:14.000Z,Kunjungi Ponpes Tazaka Anggota DPR Minta Masukan soal RUU Ponpes,kunjung ponpes tazaka anggota DPR minta masuk soal RUU ponpes,Tazaka Islamic boarding school visits members of the DPR asking to enter the Islamic boarding school bill
80,2016-12-22T14:07:26.000Z,Reses A DPR RI Jaring aspirasi Kamis malam,reses a DPR RI jaring aspirasi kamis malam,DPR RI recess for aspirations Thursday night
81,2016-12-22T13:53:37.000Z,JMR JAringRadio DPR RI Pemberdayaan ekonomi sangat penting u tekan terorisme bahkan kebijakan bebas Visa jg harus dihapus Cc,JMR jaringradio DPR RI daya ekonomi sangat penting kamu tekan terorisme bahkan kebijakan bebas visa juga harus hapus cc,"JMR DPR RI radio network for economic power is very important for you to suppress terrorism, even the visa-free policy must also be abolished"
82,2016-12-22T08:16:25.000Z,Pemerintah Diminta Evaluasi Kebijakan Bebas Visa,pemerintah minta evaluasi kebijakan bebas visa,The government asks for an evaluation of the visa-free policy
83,2016-12-21T10:15:01.000Z,Kebijakan Bebas Visa Hilangkan Potensi Pendapatan Negara Rp Triliun,kebijakan bebas visa hilang potensi dapat negara rp triliun,The visa-free policy has lost the potential to earn the country IDR trillion
84,2016-12-21T08:47:51.000Z,Dapilku Rumahku Reses dan silaturahim bersama anggota DPR RI PKBMembelaRakyat,dapilku rumah reses dan silaturahim sama anggota DPR RI pkbmembelarakyat,My electoral district is home to recess and friendship with members of the DPR RI PKB to defend the people
85,2016-12-21T07:25:06.000Z,RUU ini merupakan inisiatif dari DPR RI telah penuhi tata tertib dan segala peraturan DPR RI baleg,RUU ini rupa inisiatif dari DPR RI telah penuh tata tertib dan segala pengaturan DPR RI baleg,This bill is an initiative from the DPR RI and is full of rules and regulations and all regulations of the DPR RI baleg
86,2016-12-21T06:15:58.000Z,Anggota DPR Minta Kebijakan Bebas Visa Dievaluasi,anggota DPR minta kebijakan bebas visa evaluasi,DPR members ask for visa-free evaluation policy
87,2016-12-21T04:31:12.000Z,Edhie Baskoro Yudhoyono atau yg biasa disapa Ibas anggota DPR RI dari Partai Demokrat kembali melakukan reses,edhie baskoro yudhoyono atau yang biasa sapa ibas anggota DPR RI dari partai demokrat kembali pelaksanaan reses,"Edhie Baskoro Yudhoyono or who is usually known as Ibas, a member of the DPR RI from the Democratic Party, is returning to recess"
88,2016-12-21T04:22:05.000Z,Anggota DPR RI ini menilai kebijakan penambahan biaya visa riyal Saudi bagi jemaah umrah itu hal positif,anggota DPR RI ini nilai kebijakan tambah biaya visa riyal saudi bagi jemaah umrah itu hal positif,This member of the DPR RI believes that the policy of adding Saudi riyal visa fees for Umrah pilgrims is a positive thing
89,2016-12-20T18:32:07.000Z,mengharukan wakil rakyat trlalu banyak waktunya utk update disosmed hampir ga ada waktu utk update aspirasi rakyat yg diwakilinya,haru wakil rakyat terlalu banyak waktu untuk update disosmed hampir tidak ada waktu untuk update aspirasi rakyat yang wakil,"the people's representatives have too much time to update on social media, there is almost no time to update the aspirations of the people's representatives"
90,2016-12-20T15:40:47.000Z,Anggota DPR menilai kebijakan bebas visa memicu banyaknya TKA yang bekerja secara ilegal,anggota DPR nilai kebijakan bebas visa picu banyak TKA yang kerja cara ilegal,DPR members believe the visa-free policy has triggered many foreign workers to work illegally
91,2016-12-20T12:22:48.000Z,DPR Desak Pemerintah Evaluasi Kebijakan Bebas Visa Wakil Ketua Komisi IX DPR RI Saleh Partaonan Daulay menilai,DPR desakan pemerintah evaluasi kebijakan bebas visa wakil ketua komisi IX DPR RI saleh partaonan daulay nilai,"The DPR urges the government to evaluate the visa-free policy, deputy chairman of Commission IX of the Indonesian House of Representatives, Saleh Partaonan Daulay value"
92,2016-12-20T12:17:29.000Z,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi,kebijakan bebas visa nilai perlu evaluasi,The value of the visa-free policy needs evaluation
93,2016-12-20T09:28:30.000Z,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi info,kebijakan bebas visa nilai perlu evaluasi info,visa free policy value needs evaluation info
94,2016-12-20T09:28:19.000Z,Kebijakan Bebas Visa Dinilai Perlu Dievaluasi News,kebijakan bebas visa nilai perlu evaluasi news,value visa-free policy needs evaluation news
95,2016-12-20T09:27:27.000Z,Dwi Murdaningsih Kebijakan Bebas Visa Dinilai Perlu Dievaluasi,dwi murdaningsih kebijakan bebas visa nilai perlu evaluasi,Dwi Murdaningsih's value visa-free policy needs evaluation
96,2016-12-20T07:50:32.000Z,Berkunjung ke DPR RI diterima Setjen bagian Bamus Krn DPR RInya masa reses,kunjung ke DPR RI terima setjen bagi bamus karena DPR rinya masa reses,visited the DPR RI to receive the general secretary for the Bamus because the DPR was in recess
97,2016-12-20T05:18:42.000Z,Anggota Komisi I DPR RI Jazuli Juwaini data Dirjen Imigrasi Kemenkumham WNA paling banyak melanggar kebijakan bebas visa adalah Tiongkok,anggota komisi i DPR RI jazuli juwaini data dirjen imigrasi kemenkumham WNA paling banyak langgar kebijakan bebas visa adalah tiongkok,"Member of Commission I DPR RI Jazuli Juwaini Data from the Director General of Immigration, Ministry of Law and Human Rights, the Chinese who most frequently violate the visa-free policy are Chinese."
98,2016-12-20T05:17:26.000Z,Anggota Komisi I DPR RI Jazuli Juwaini munculnya kekhawatiran dugaan pelanggaran WNA yg memanfaatkan kebijakan pemerintah pembebasan visa,anggota komisi i DPR RI jazuli juwaini muncul khawatir duga langgar WNA yang manfaat kebijakan pemerintah bebas visa,Member of Commission I DPR RI Jazuli Juwaini appeared worried about allegedly violating foreigners who benefit from the government's visa-free policy
99,2016-12-20T05:01:48.000Z,rakyat kritikmu mengenai kebijakan presiden kerjasama dng Iran dan kebebasan ormas asing dalam negri RI,rakyat kritikan kena kebijakan presiden kerjasama dengan iran dan bebas ormas asing dalam negeri RI,People criticizing the president's policy of cooperation with Iran and freedom from foreign mass organizations within the Republic of Indonesia
